UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
132903,University of Central Florida,4000 Central Florida Blvd,Orlando,FL,32816,1,1,1,1,11,1,2,2,1,2,21,1,A,-2,1,1,16,2,5,1,State University System of Florida,43,42,43,41,45,37,40,44,37,1,1,1,68475,46575,21900,48,11,26,6,6,0,0,4,1,4,55,12,58821,7229,7883,43280,429,47,11,27,6,6,0,0,4,1,3,54,9654,50,10,17,6,6,0,0,2,2,12,58,0,82,17,0,92,7,0,0,15,42,43,12,47,41,32,14,54,73,68,77,71,77,78,64,70,72,73,70,75,68,15,44,67,73,68,77,71,77,78,64,70,72,73,70,75,68,15,70,70,68,68,75,75,94197,146273,99808,81253,60130,66011,,5839,1775,304,0,90,86,762,479,499,421,74,1349,362,18,749,202,18,6368,6368,6368,6368,22548,22548,38647,22548,22548,38647,12538,12538,28637,7062,15443,46,90,82,30,6678,0,6170,508,0,56853,,,90,33,5638,74,4613,42,3031,34,6359,242860332,81,8057,32,5366,7,1943,34,5414,3,11692,64,6638,39,102100884,4603,39,151277839,6812,43750122,12295638,11343684,951954,22855748,8598736,14587772,12272830,2314942,5921,89,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.200889,28.602159,FL,59.82840909
133021,Chipola College,3094 Indian Circle,Marianna,FL,32446-2053,1,1,1,2,30,1,2,2,2,2,32,1,A,-2,1,1,40,2,2,2,-2,,,,,,,,,,,,,2081,876,1205,72,15,4,1,1,0,1,3,2,1,61,18,2081,490,44,962,585,72,15,4,1,1,0,1,3,2,1,61,0,,,,,,,,,,,,26,57,18,0,90,8,1,0,11,36,54,11,36,54,,,,48,47,49,67,75,100,0,38,21,52,38,,,6,,,,,,,,,,,,,,,,,39,,,,59,,49635,57962,,50681,45365,,,242,99,0,0,1,11,27,1,4,12,2,85,31,0,53,0,1,3120,3120,3120,3120,11415,11415,17245,13656,13656,19486,8268,8268,14098,367,534,69,,,12,364,295,45,23,1,2092,,,85,51,5467,53,2620,16,3673,0,,5797617,72,6657,51,5340,19,414,0,,0,,53,5228,35,3000991,4128,0,0,,1737381,1022308,993326,28982,505728,209345,0,0,0,261,72,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.23139,30.789228,FL,20.09593679
133386,Daytona State College,1200 W. International Speedway Blvd.,Daytona Beach,FL,32114,1,1,1,2,30,1,2,2,2,2,13,1,A,-2,1,1,40,2,4,2,-2,,,,,,,,,,,,,13737,5366,8371,62,13,17,2,2,0,0,4,2,0,61,9,13737,2052,862,8244,2579,62,13,17,2,2,0,0,4,2,0,61,0,,,,,,,,,,,,13,50,36,0,97,2,1,0,25,28,47,25,28,47,,,,37,33,41,0,48,52,0,23,39,41,18,38,36,14,,,,,,,,,,,,,,,,,33,,31,,50,,60914,66893,58027,52969,46178,,,1083,443,0,0,15,31,55,43,55,41,0,400,224,0,69,98,9,3282,3112,3109,3104,,,,13404,13404,22293,6628,6628,15517,1271,3068,41,,,18,1277,0,1166,111,0,13970,,,73,53,4494,24,1622,17,2842,24,4356,24287134,61,5337,53,4433,4,884,24,4351,0,5000,41,4194,36,17548366,3479,19,1425785,545,4173525,3047038,3005500,41538,501238,625249,1354607,1344607,10000,926,73,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.049685,29.203275,FL,54.9476082
133492,Eckerd College,4200 54th Ave S,Saint Petersburg,FL,33711-4700,2,1,1,2,30,1,2,2,2,2,11,1,A,-2,1,1,31,2,2,2,-2,68,62,70,18,18,18,18,18,18,0,0,0,2006,1940,66,77,3,8,3,2,0,0,4,1,4,66,29,2006,581,40,1366,19,77,3,8,3,2,0,0,4,1,4,66,0,,,,,,,,,,,,1,98,1,0,15,82,3,0,0,0,100,0,0,100,,,,68,65,70,50,60,67,0,59,58,70,61,100,67,,63,67,68,65,70,50,60,67,0,59,58,70,61,100,67,,57,57,69,69,72,72,71430,92013,74840,62528,,,48314,394,163,0,0,11,1,44,26,12,24,3,110,18,0,79,12,1,40020,41538,43044,44540,61576,61576,61576,61576,61576,61576,48920,48920,48920,580,636,91,82,0,12,558,,,,,2037,,,99,20,5292,20,5798,99,22370,56,8760,45525341,99,24590,20,4291,18,1123,55,5821,9,19592,92,24203,19,1697920,4399,51,7123987,6837,13573452,587434,476285,111149,637768,12348250,2733224,1792812,940412,555,99,,,,,,,,,27,552,545,7,0,0,13573452,24590,362,356,6,0,0,9567721,26430,38,1326032,34896,39,1194626,30631,68,1990959,29279,77,2014331,26160,140,3041773,21727,34461,359,38,39,68,77,137,-82.687043,27.715798,FL,42.57630979
133508,Florida SouthWestern State College,8099 College Parkway,Fort Myers,FL,33919,1,1,1,2,30,1,2,2,2,2,21,1,A,-2,1,1,40,2,4,2,-2,,,,,,,,,,,,,16556,6072,10484,44,12,32,2,2,0,0,2,6,2,63,12,16556,3174,601,8876,3905,44,12,32,2,2,0,0,2,6,2,63,0,,,,,,,,,,,,18,57,25,0,94,0,0,6,14,24,62,14,24,62,,,,32,28,35,13,39,35,60,27,33,33,28,22,40,15,,,,,,,,,,,,,,,,,30,,32,,35,,56512,,,,,,56512,793,321,0,0,8,122,41,60,41,57,26,117,34,0,82,1,0,3401,3401,3401,3401,16371,16371,25949,19613,19613,29191,9686,9686,19264,1989,3871,51,,,30,1781,0,1701,80,0,15731,,,73,58,5372,31,1720,18,3453,22,3278,14338543,65,6524,58,5270,6,924,22,3201,0,7500,39,2354,35,11031523,1976,17,6020269,2213,7574364,5549363,5444013,105350,947804,1077197,1284839,1254839,30000,1296,73,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.887102,26.552403,FL,56.5480226
133526,Edward Waters College,1658 Kings Rd,Jacksonville,FL,32209,2,1,1,2,30,1,1,2,2,2,11,1,A,-2,1,1,32,2,2,2,-2,56,55,56,16,24,12,16,24,12,0,0,0,2906,925,1981,19,60,8,3,3,0,0,6,3,0,51,10,2906,316,25,627,1938,19,60,8,3,3,0,0,6,3,0,51,0,,,,,,,,,,,,,,,,82,9,0,9,0,13,87,0,13,87,,,,20,13,35,,0,0,,21,0,25,20,0,,27,10,18,20,13,35,,0,0,,21,0,25,20,0,,27,22,22,10,10,,,46358,50916,53068,44845,42714,,,163,67,0,3,5,33,17,4,3,13,2,16,2,0,14,0,0,13525,13525,13525,13525,25083,25083,25083,26283,26283,26283,17801,17801,17801,298,341,87,54,50,23,254,,,,,3443,,,100,89,5276,82,4514,72,5949,75,5404,10416828,100,12728,88,4972,34,916,75,5404,0,,26,11561,22,3987865,5240,22,5080708,6857,3220070,1192474,1113682,78792,938854,1088742,1032254,1032254,0,253,100,,,,,,,,,7,253,207,12,33,1,3220070,12728,237,196,10,31,0,2966645,12517,162,2084062,12865,50,612004,12240,15,185625,12375,5,43751,8750,5,41203,8241,12165,237,162,50,15,5,5,-81.684879,30.34479,FL,37.93785311
133553,Embry-Riddle Aeronautical University-Daytona Beach,600 S Clyde Morris Blvd,Daytona Beach,FL,32114-3900,2,1,1,1,12,1,2,2,2,2,13,1,A,-2,1,1,21,2,3,1,Embry-Riddle Aeronautical University Inc.,65,65,68,36,35,38,36,35,38,0,0,0,6613,6133,480,53,5,13,5,5,0,0,3,3,17,23,24,5984,1418,248,4259,59,56,5,14,5,5,0,0,4,3,13,23,629,30,3,7,3,3,0,0,2,3,52,28,1,90,9,0,32,56,7,5,0,0,99,0,0,99,3,1,96,61,60,66,75,58,60,0,41,67,61,52,71,71,,32,54,61,60,66,75,58,60,0,41,66,62,51,70,71,,51,51,60,60,68,68,87099,114550,88241,73162,50105,,,1389,335,18,0,28,256,204,88,113,86,7,254,59,0,120,51,24,33218,33886,34722,35814,53250,53250,53250,53250,53250,53250,41812,41812,41812,1409,1690,83,82,0,17,1352,,,,,5729,,,97,28,5861,31,6140,96,15510,60,12561,141441665,96,19125,28,4897,8,3575,58,6251,15,25503,86,28661,27,7906677,5081,49,21615542,7717,24919765,2221339,1846006,375333,2597268,20101158,10211814,4881710,5330104,1305,97,,,,,,,,,24,1303,1262,32,0,9,24919765,19125,880,827,0,0,53,18947178,21531,202,5291047,26193,93,2355012,25323,147,3268021,22231,153,2942559,19232,285,5090539,17862,32329,877,202,92,146,152,285,-81.048367,29.189903,FL,50.40159272
133650,Florida Agricultural and Mechanical University,1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307,1,1,1,1,11,1,1,2,2,2,12,1,A,-2,1,1,21,1,4,1,State University System of Florida,39,36,40,39,42,38,38,40,37,1,2,1,10021,8580,1441,8,82,4,1,1,0,0,3,0,1,64,17,8137,1421,597,5693,426,6,85,4,1,1,0,0,4,0,1,65,1884,16,69,7,3,3,0,0,2,0,3,64,3,89,8,0,78,21,1,0,0,26,74,0,29,71,2,11,86,51,43,55,50,57,57,,51,41,44,63,,44,26,18,42,51,43,55,50,57,57,,51,41,44,63,,44,26,49,49,55,55,56,56,72885,100031,76603,66501,51215,,34548,1709,661,26,13,37,87,277,76,75,61,3,393,167,1,212,9,4,5785,5785,5785,5785,23207,23207,35147,23009,23009,34949,13313,13313,25253,1373,2347,59,81,45,16,1655,0,1394,261,0,8024,,,95,71,5679,40,3345,49,3986,75,6459,52294948,85,8532,71,5313,16,1625,74,6190,2,12714,74,8779,61,25973787,5304,64,34035887,6648,12055761,6633118,6205763,427355,2217911,3204732,7964416,7583003,381413,1544,93,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.290226,30.428504,FL,49.24492099
133669,Florida Atlantic University,"777 Glades Rd, Administration Bldg., Room 339",Boca Raton,FL,33431-0991,1,1,1,1,11,1,2,2,1,2,13,1,A,-2,1,1,16,2,5,1,State University System of Florida,59,58,60,31,33,30,31,33,30,0,0,0,29772,18562,11210,42,19,26,4,4,0,0,4,1,4,57,13,24376,3163,2729,17373,1111,41,19,27,4,4,0,0,4,1,3,56,5396,48,17,19,5,5,0,0,3,0,7,61,,,,,88,11,1,0,11,33,56,7,36,57,26,19,56,52,47,56,29,71,70,100,54,53,50,46,55,50,34,26,46,52,47,56,29,71,70,100,54,53,50,46,55,50,34,52,52,47,47,53,53,82636,110903,84793,75279,57577,80116,56973,3262,1032,92,24,42,245,602,473,159,112,17,464,154,0,299,9,2,4831,4831,4831,4831,24235,24235,36680,24889,24889,37334,13455,13455,25900,3158,6531,48,82,78,21,2783,0,2496,287,0,25017,,,81,39,6227,53,4236,51,4769,38,6167,120868505,70,10143,39,6112,2,1965,37,5129,3,12907,57,8450,39,57765346,5859,35,56805261,6494,19697286,6737294,6613526,123768,6226744,6733248,6506493,5344892,1161601,2208,79,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.102978,26.372421,FL,55.19047619
133702,Florida State College at Jacksonville,501 W State St,Jacksonville,FL,32202,1,1,1,2,30,1,2,2,2,2,11,1,A,-2,1,1,40,2,5,2,-2,,,,,,,,,,,,,23413,7351,16062,48,27,11,5,4,0,0,3,5,1,62,5,23413,2448,1953,15770,3242,48,27,11,5,4,0,0,3,5,1,62,0,,,,,,,,,,,,7,48,45,0,90,0,0,9,7,42,50,7,42,50,,,,38,32,43,9,49,54,0,28,39,42,35,43,13,15,,,,,,,,,,,,,,,,,31,,44,,45,,55476,,,,,,55476,1547,524,0,0,29,111,113,66,65,57,0,582,88,0,370,122,2,2830,2878,2878,2878,14589,14589,21703,14674,14674,21788,5728,5728,12842,1230,4402,28,,,25,1141,0,1056,85,0,21092,,,69,44,4545,33,2125,10,1481,21,4739,37227506,56,5139,44,4431,7,716,21,4699,0,7052,39,4561,33,25649360,3646,21,27764164,6394,3268202,2299858,2241885,57973,800980,167364,1118421,1104317,14104,721,63,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.659901,30.334918,FL,73.01805869
133711,Flagler College-St Augustine,74 King Street,Saint Augustine,FL,32084,2,1,1,1,20,1,2,2,2,2,23,1,A,-2,1,1,32,2,2,2,-2,57,51,60,24,22,25,24,22,25,0,0,0,2608,2555,53,75,4,9,1,1,0,0,3,4,4,67,25,2600,653,183,1753,11,75,4,9,1,1,0,0,3,4,4,66,8,50,13,38,0,0,0,0,0,0,0,88,1,93,6,0,50,43,7,0,0,0,100,0,0,100,100,0,0,56,53,58,33,70,67,100,52,64,53,63,70,73,,44,55,56,53,58,33,70,67,100,52,64,53,63,70,73,,54,54,61,61,53,53,67805,84565,69760,62984,52989,,,372,144,0,0,11,13,32,23,12,45,6,86,52,4,24,6,0,16830,17500,18300,18950,34990,34990,34990,33250,33250,33250,23650,23650,23650,653,847,77,69,0,18,735,,,,,2676,,,97,31,4878,50,5421,93,4967,69,7789,20619930,96,9229,30,4380,11,1625,68,5366,11,15126,90,8528,30,3479277,4333,61,10652744,6576,6487937,1102316,972312,130004,1978520,3407101,3949223,2693728,1255495,711,97,,,,,,,,,27,703,659,37,7,0,6487937,9229,538,505,26,7,0,5307459,9865,103,1388780,13483,69,929993,13478,100,1130437,11304,98,840616,8578,168,1017633,6057,23776,530,103,69,100,96,162,-81.314887,29.892733,FL,53.68480726
133809,Florida College,119 N Glen Arven Ave,Temple Terrace,FL,33617,2,1,1,2,30,1,2,2,2,2,21,1,A,-2,1,1,40,2,1,2,-2,74,74,74,84,83,85,74,72,76,10,11,9,508,494,14,77,7,7,1,1,0,1,5,0,2,52,40,508,206,35,265,2,77,7,7,1,1,0,1,5,0,2,52,0,,,,,,,,,,,,,,,,40,59,1,0,0,7,93,0,7,93,,,,58,53,62,29,100,100,,17,18,65,30,0,100,,20,24,26,27,24,14,100,100,,0,9,28,20,0,0,,35,15,95,27,56,33,62320,62320,,,,,,111,40,0,0,3,18,9,8,4,12,0,17,0,5,12,0,0,16074,16550,17142,17142,30062,30062,30062,31642,31642,31642,20642,20642,20642,205,242,85,62,100,13,161,,,,,508,,,98,37,3933,44,4475,88,5401,66,5548,5015325,95,8606,37,3839,8,423,64,5038,4,11532,95,10427,36,719977,3934,65,1982689,6045,1316762,232030,226530,5500,317732,767000,588133,518944,69189,154,96,,,,,,,,,32,153,148,5,0,0,1316762,8606,113,109,4,0,0,1038327,9189,26,340154,13083,15,156795,10453,21,218006,10381,30,198238,6608,21,125134,5959,21148,112,26,15,21,29,21,-82.383289,28.034936,FL,19.12727273
133872,AdventHealth University,671 Winyah Drive,Orlando,FL,32803,2,1,1,1,13,1,2,2,2,2,11,1,A,-2,1,1,40,2,2,2,-2,87,81,88,41,46,39,38,41,38,2,5,2,1705,801,904,36,17,31,7,6,1,0,3,5,1,79,7,1341,94,141,931,175,34,18,33,6,5,1,0,3,4,1,79,364,43,9,23,10,9,1,1,3,10,1,76,6,50,44,0,89,11,0,0,18,31,50,17,40,44,25,1,74,30,57,25,,100,100,,32,28,25,50,33,,49,14,31,34,58,28,,100,100,,33,36,18,100,50,,52,34,37,21,20,20,40,69856,78439,74100,67422,60089,,,300,146,0,0,5,9,33,18,18,8,0,63,16,3,44,0,0,13030,13480,14400,12240,25304,25304,25304,30448,30448,30448,19178,19178,19178,89,317,28,66,33,7,97,,,,,1491,,,96,62,4138,11,4031,87,4049,62,6581,5283819,92,7109,62,3936,38,328,62,6450,2,3950,59,5957,42,1860980,2978,56,6577910,7850,632722,248305,236155,12150,44342,340075,394883,386983,7900,90,93,,,,,,,,,7,89,27,53,8,1,632722,7109,77,21,47,9,0,548772,7127,43,350260,8146,13,116642,8972,9,39999,4444,7,20449,2921,5,21422,4284,17145,76,43,12,9,7,5,-81.367687,28.576142,FL,34.5381984
133881,Florida Institute of Technology,150 West University Boulevard,Melbourne,FL,32901-6975,2,1,1,1,11,1,2,2,2,2,13,1,A,-2,1,1,16,2,3,2,-2,65,67,61,13,14,11,13,14,11,0,0,0,6271,4519,1752,48,7,9,3,3,0,0,3,2,29,34,21,3660,784,209,2418,249,47,6,9,3,2,0,0,3,1,31,29,2611,48,10,8,3,3,0,0,3,2,25,42,3,91,6,0,42,47,10,1,7,4,89,0,0,100,17,9,74,60,55,72,100,85,92,0,56,51,62,64,61,55,,50,59,60,55,72,100,85,92,0,56,51,62,64,61,55,,51,51,61,61,63,63,87221,112743,87566,74512,48428,,,1131,357,0,0,19,45,59,98,92,76,6,379,131,29,163,42,14,39290,40446,41240,41850,59530,59530,59530,59530,59530,59530,49470,49470,49470,779,1125,69,81,100,14,718,,,,,3635,,,95,25,5418,33,6916,94,20857,53,8610,68222479,95,24590,25,4497,24,1045,43,5651,9,22815,80,23316,22,3637977,4623,35,9559644,7411,16696641,986138,809479,176659,1652947,14057556,3245970,1762998,1482972,682,95,,,,,,,,,20,679,566,56,34,23,16696641,24590,359,293,38,28,0,9552143,26608,79,2377927,30100,58,1795488,30957,69,1888042,27363,54,1370456,25379,99,2120230,21416,34139,356,79,58,69,54,96,-80.622893,28.065815,FL,47.65310734
133951,Florida International University,11200 S. W. 8 Street,Miami,FL,33199,1,1,1,1,11,1,2,2,1,2,21,1,A,-2,1,1,15,2,5,1,State University System of Florida,59,60,58,39,43,36,15,19,13,24,25,24,57942,34686,23256,10,12,64,3,3,0,0,2,1,8,57,8,48818,4441,5578,31758,7041,8,12,67,2,2,0,0,2,1,6,57,9124,17,13,48,4,4,0,0,2,1,14,60,,,,,84,3,12,1,20,45,35,19,50,31,27,18,55,58,49,65,75,66,68,17,51,60,48,56,49,71,23,28,50,58,49,65,75,66,68,17,51,60,48,56,49,71,23,58,58,48,48,59,59,94945,136390,99878,88143,66971,88283,84850,5684,1661,290,49,126,215,946,241,522,249,45,1340,299,0,863,178,0,6556,6556,6556,6556,23506,23496,35904,25844,25834,38242,15624,15614,28022,3942,14889,26,90,87,26,3489,0,3200,289,0,47629,,,89,51,6072,71,4234,78,3416,22,6154,200373739,88,9973,51,5882,14,722,21,5587,1,11666,72,5872,50,105830289,4447,34,116938833,7194,30546275,10784430,10440540,343890,10497147,9264698,4634219,4167578,466641,3097,89,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.373928,25.75732,FL,57.72146119
133960,Florida Keys Community College,5901 College Rd,Key West,FL,33040,1,1,1,2,30,1,2,2,2,2,33,1,A,-2,1,1,40,2,1,2,-2,,,,,,,,,,,,,862,371,491,53,10,27,2,2,0,0,3,3,1,54,15,862,221,100,497,44,53,10,27,2,2,0,0,3,3,1,54,0,,,,,,,,,,,,1,58,40,1,89,7,0,4,12,31,58,12,31,58,,,,30,28,31,50,0,0,,0,32,30,100,25,100,28,,,,,,,,,,,,,,,,,28,,,,31,,60679,65007,60691,60616,56445,,,126,53,0,0,3,0,11,9,5,4,0,41,0,0,37,4,0,3276,3276,3276,3276,20961,20961,30847,26512,26512,36398,8872,8872,18758,126,336,38,,,11,125,0,100,25,0,1030,,,68,48,5608,9,2275,12,2460,27,5304,1816243,63,5043,48,5588,2,600,27,5304,0,,37,4730,28,1359813,4705,16,1083489,6411,398396,336461,335261,1200,25028,36907,180323,180323,0,79,63,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.74446,24.582748,FL,25.32616082
133979,Florida Memorial University,15800 NW 42 Avenue,Miami Gardens,FL,33054-6199,2,1,1,1,20,1,1,2,2,2,21,1,A,-2,1,1,32,2,2,2,-2,33,30,35,20,26,17,19,26,16,1,1,1,1189,1086,103,1,67,8,0,0,0,0,1,7,16,61,29,1134,341,56,720,17,1,67,8,0,0,0,0,1,7,17,60,55,7,76,5,0,0,0,0,0,4,7,78,,,,,56,14,30,0,0,34,66,0,36,64,0,0,100,36,32,39,,,,,34,42,0,50,38,54,20,16,26,36,32,39,,,,,34,42,0,50,38,54,20,32,32,36,36,84,84,66161,80950,70414,61058,50132,,,225,76,0,0,3,11,24,6,6,12,2,85,38,0,44,0,3,15280,15536,15536,15536,29812,29812,29812,33536,33536,33536,22936,22936,22936,332,414,80,57,50,14,328,,,,,1173,,,99,77,5755,77,5564,30,6759,72,7172,12661024,96,11232,77,5548,8,2077,72,7067,2,4100,96,11204,80,5024606,5362,79,6966127,7490,3526921,1444504,1392583,51921,1413296,669121,1685318,1660718,24600,318,97,,,,,,,,,28,314,180,99,35,0,3526921,11232,263,136,102,25,0,2479180,9427,150,1537500,10250,62,589000,9500,30,240000,8000,18,98180,5454,3,14500,4833,15806,263,150,62,30,18,3,-80.270753,25.918278,FL,48.03386005
133997,Florida Career College-Miami,"1321 SW 107 Avenue, Suite 201B",Miami,FL,33174,6,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,1,1,International Education Corporation,,,,,,,,,,,,,444,444,0,4,26,68,1,1,0,0,0,0,0,61,13,444,57,24,363,0,4,26,68,1,1,0,0,0,0,0,61,0,,,,,,,,,,,,,,,,100,0,0,0,0,0,100,0,0,100,,,,62,59,65,,,,,47,67,33,50,58,,,,,,,,,,,,,,,,,,,59,,92,,67,,35595,,,,,,35595,32,8,0,0,0,0,4,0,0,0,0,20,0,0,20,0,0,,,,,,,,,,,,,,,,,66,,15,,,,,,,332,824,99,95,3934,0,,6,750,99,7211,2460005,95,3983,95,3845,59,143,99,7014,5,3581,87,3431,72,2199255,3684,78,4167235,6471,1262715,1246965,1218965,28000,0,15750,2365102,2300646,64456,328,99,,,,,,,,,40,165,,64,101,0,678460,4112,166,,65,101,0,678460,4087,150,613175,4088,14,64215,4587,2,1070,535,0,0,,0,0,,30899,165,150,14,1,0,0,-80.36778,25.756567,FL,59.82954545
134079,Florida Southern College,111 Lake Hollingsworth Dr,Lakeland,FL,33801-5698,2,1,1,1,12,1,2,2,2,2,12,1,A,-2,1,1,32,2,2,2,-2,50,50,50,19,20,19,19,20,19,0,0,0,3154,2840,314,69,8,13,3,3,0,1,1,2,3,66,26,2723,707,117,1842,57,71,6,12,3,3,0,1,1,2,3,65,431,60,15,14,4,4,0,0,2,3,1,75,1,91,8,0,59,33,1,7,5,21,75,3,18,79,13,36,52,64,59,67,0,38,38,,53,66,66,56,68,60,,57,64,64,59,67,0,38,38,,53,66,66,56,68,60,,53,53,70,70,69,69,75547,97897,79772,69533,62333,,86556,616,205,1,15,5,53,40,20,18,78,10,171,79,5,66,16,5,31460,33150,34774,36348,52020,52020,52020,52000,52000,52000,40350,40350,40350,702,857,82,82,100,14,719,,,,,2564,,,100,25,5008,59,6255,98,18589,85,7308,55976077,100,23138,25,4605,14,749,85,5523,10,14918,96,22838,27,2977852,4379,65,11460912,6863,16613217,911534,838172,73362,2633556,13068127,4457893,3368894,1088999,718,100,,,,,,,,,28,718,675,40,0,3,16613217,23138,634,597,34,0,3,14746765,23260,89,2505786,28155,58,1678666,28943,75,1944692,25929,117,2606115,22274,295,6011506,20378,26135,627,89,58,75,115,290,-81.948203,28.032443,FL,36.08720272
