UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
215646,Brightwood Career Institute-Broomall,"1991 Sproul Road, Suite 42",Broomall,PA,19008,6,2,1,2,40,1,2,-2,2,2,21,1,M,2018,1,2,40,2,1,1,Education Corporation of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.35549,39.962112,PA,47.95823928
215655,Robert Morris University,6001 University Boulevard,Moon Township,PA,15108-1189,2,1,1,1,11,1,2,2,2,2,21,1,A,-2,1,1,21,2,2,2,-2,84,85,83,15,18,14,15,18,14,0,0,0,4895,3683,1212,74,6,3,1,1,0,0,3,3,10,46,20,4005,817,239,2923,26,74,6,3,1,1,0,0,3,2,11,44,890,72,7,2,3,3,0,0,2,8,7,54,1,86,13,0,81,15,4,0,14,22,64,7,25,69,46,10,44,64,63,64,67,71,83,0,38,83,68,47,43,51,22,53,62,64,63,64,67,71,83,0,38,83,68,47,43,51,22,54,54,83,83,58,58,107302,127163,103079,88131,,49860,,702,281,0,0,10,70,117,17,13,71,0,123,55,0,49,19,0,27194,28250,29420,30300,48220,48220,48220,44350,44350,44350,37700,37700,37700,815,1076,76,81,33,15,868,,,,,4243,,,98,32,5466,43,3553,98,15916,78,9618,60579179,98,19243,31,4360,7,6052,77,5621,21,15127,82,17333,29,5022060,4057,64,19112819,6988,16356320,1541374,1190351,351023,1318104,13496842,6540048,3771891,2768157,852,98,,,,,,,,,20,850,691,108,7,44,16356320,19243,721,619,96,0,6,13651851,18935,109,2463677,22603,86,2068653,24054,148,3357715,22687,152,2613952,17197,226,3147854,13929,25690,719,109,86,148,151,225,-80.210468,40.520415,PA,37.96287964
215682,Rosedale Technical College,"215 Beecham  Drive, Suite 2",Pittsburgh,PA,15205-9791,5,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,1,2,-2,81,81,78,75,75,78,75,75,78,0,0,0,417,417,0,82,11,0,3,3,1,0,2,0,0,6,62,417,257,0,160,0,82,11,0,3,3,1,0,2,0,0,6,0,,,,,,,,,,,,,,,,86,14,0,0,0,0,100,0,0,100,,,,75,74,88,100,100,100,,45,0,79,,,,,,,,,,,,,,,,,,,,,68,,97,,56,,40812,,,,40812,,,61,31,0,0,2,13,6,1,0,0,0,8,0,2,2,4,0,12770,12980,13380,14530,,,,31960,31960,31960,20560,20560,20560,257,257,100,60,,15,153,,,,,372,,,94,85,5204,44,7530,0,,77,9162,2414845,90,8675,69,5846,63,646,77,8565,4,11741,88,7362,64,1297892,5431,72,2055722,7699,1188513,676496,613823,62673,512017,0,1081074,1010630,70444,139,91,,,,,,,,,41,137,,79,52,6,1188513,8675,131,,77,41,13,838458,6400,49,452030,9225,16,153008,9563,24,155199,6467,23,64278,2795,19,13943,734,14891,128,49,16,24,23,16,-80.103926,40.45205,PA,44.15723982
215691,Rosemont College,1400 Montgomery Ave,Rosemont,PA,19010-1699,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,31,2,1,2,-2,89,85,90,13,15,12,13,15,12,0,0,0,945,596,349,41,38,5,3,3,0,0,3,7,3,71,16,572,91,31,422,28,35,44,7,3,2,0,0,3,6,2,64,373,49,29,3,3,3,0,0,2,9,4,82,,,,,78,21,1,0,17,23,59,9,25,66,30,22,48,53,48,56,,100,100,,37,38,58,75,50,100,24,49,53,53,48,56,,100,100,,37,38,58,75,50,100,24,47,47,55,55,63,63,50261,68071,55538,44635,,,,172,62,0,0,5,17,29,7,2,13,1,36,19,0,17,0,0,32500,19480,19486,19900,35356,35356,35356,35356,35356,35356,26418,26418,26418,91,146,62,71,,11,140,,,,,594,,,100,63,5334,51,3634,100,8828,91,7624,6963175,100,14050,63,4789,36,941,91,6769,7,10951,98,11985,53,1469209,4635,81,3964054,8190,1967014,469395,421395,48000,261643,1235976,975914,866404,109510,140,100,,,,,,,,,24,140,126,13,1,0,1967014,14050,140,126,13,1,0,1967014,14050,55,968892,17616,24,395609,16484,19,316451,16655,19,122673,6456,23,163389,7104,19635,140,55,24,19,19,23,-75.32925,40.033417,PA,15.42969629
215743,Saint Francis University,117 Evergreen Dr,Loretto,PA,15940,2,1,1,1,13,1,2,2,2,2,31,1,A,-2,1,1,21,2,2,2,-2,75,71,78,27,26,27,27,26,27,0,0,0,2611,1754,857,79,6,2,3,2,0,0,2,7,1,66,16,2102,363,35,1270,434,82,6,1,2,2,0,0,2,5,1,65,509,70,6,6,4,4,0,0,1,14,0,68,,,,,65,27,0,8,18,59,23,11,69,20,44,19,37,69,57,78,0,67,100,33,32,43,78,33,50,38,,60,68,69,57,78,0,67,100,33,32,43,78,33,50,38,,70,70,62,62,73,73,64296,83357,64304,53762,58906,,28323,473,165,1,0,5,17,46,21,12,56,6,144,78,2,40,19,5,32178,33344,34956,36410,53700,53700,53700,56700,56700,56700,45510,45510,45510,342,687,50,76,,14,373,,,,,2117,,,100,29,4509,33,3403,100,20075,78,12786,33740417,100,22481,29,4054,6,2030,76,5717,33,17131,69,23142,19,1746199,4344,50,7970165,7505,8385505,482466,433740,48726,415192,7487847,3707869,1617878,2089991,373,100,,,,,,,,,18,373,241,132,0,0,8385505,22481,287,189,98,0,0,6301450,21956,27,738661,27358,30,796765,26559,50,1247610,24952,69,1381984,20029,111,2136430,19247,26597,287,27,30,50,69,111,-78.63904,40.506734,PA,21.48085586
215770,Saint Joseph's University,5600 City Avenue,Philadelphia,PA,19131-1395,2,1,1,1,12,1,2,2,2,2,11,1,A,-2,1,1,21,2,3,2,-2,76,75,78,17,17,17,17,17,17,0,0,0,7589,4773,2816,71,9,6,3,3,0,0,2,5,3,58,23,4904,1130,164,3520,90,77,6,7,3,3,0,0,3,2,2,55,2685,60,14,4,5,4,0,0,1,11,5,64,,,,,43,56,1,0,27,15,58,3,17,80,71,11,18,80,77,82,,71,70,100,76,71,81,75,78,72,11,73,79,80,77,82,,71,70,100,76,71,81,75,78,72,11,74,74,80,80,81,81,94933,126912,96121,86348,,,61590,1040,419,0,0,13,124,51,62,67,88,15,201,91,0,73,33,4,42180,43020,43880,44974,61994,61994,61994,61994,61994,61994,48364,48364,48364,1127,1353,83,89,100,11,1075,,,,,5144,,,98,12,5295,10,3187,98,24084,59,10885,104689093,98,25030,12,4253,12,1050,58,5355,15,21641,92,22199,12,2683478,4199,49,16920864,6649,26281143,661831,531614,130217,331478,25287834,6955642,3363194,3592448,1055,98,,,,,,,,,21,1050,1013,37,0,0,26281143,25030,677,654,23,0,0,18041519,26649,53,1832175,34569,33,1085706,32900,79,2525100,31963,115,3376290,29359,397,9222248,23230,35344,672,53,33,79,115,392,-75.238343,39.994442,PA,46.17303371
215798,Saint Vincent College,300 Fraser Purchase Rd,Latrobe,PA,15650-2690,2,1,1,1,13,1,2,2,2,2,21,1,A,-2,1,1,31,2,2,2,-2,68,63,75,26,27,24,26,27,24,0,0,0,1867,1717,150,83,6,4,1,1,0,0,2,3,1,46,25,1676,417,42,1148,69,83,6,3,1,1,0,0,2,3,1,45,191,86,4,4,0,0,0,1,1,2,3,58,,,,,74,25,0,0,0,13,87,0,13,87,0,14,86,77,77,76,0,100,100,,47,73,78,86,86,50,18,69,77,77,77,76,0,100,100,,47,73,78,86,86,50,18,74,74,74,74,81,81,70209,90008,70659,57547,55063,,,403,132,0,0,12,14,37,21,9,79,7,92,48,0,44,0,0,32392,33426,34430,35462,50329,50329,50329,50329,50329,50329,41512,41512,41512,417,496,84,82,,11,456,,,,,1667,,,100,32,5545,37,3464,100,23657,78,8263,40851860,100,26720,32,4912,20,1000,77,6004,14,12459,97,25390,28,2222929,4770,72,8422493,7036,12184501,815095,722095,93000,581875,10787531,2941775,2119470,822305,456,100,,,,,,,,,27,456,401,55,0,0,12184501,26720,431,376,55,0,0,11322313,26270,66,2201855,33361,44,1423153,32344,66,1802530,27311,88,2211190,25127,167,3683585,22057,21146,427,65,44,66,88,164,-79.403762,40.29265,PA,25.28988764
215929,University of Scranton,800 Linden Street,Scranton,PA,18510-4699,2,1,1,1,11,1,2,2,2,2,13,1,A,-2,1,1,21,2,3,2,-2,73,77,71,13,14,13,13,14,13,0,0,0,5286,4119,1167,75,3,9,4,4,0,0,2,5,2,59,25,3729,943,58,2623,105,79,2,10,4,3,0,0,2,3,1,57,1557,67,7,7,6,5,0,0,2,9,3,64,3,95,2,0,40,60,0,0,16,2,82,0,3,97,54,1,45,82,80,84,,70,69,100,70,76,84,81,94,25,,77,81,82,80,84,,70,69,100,70,76,84,81,94,25,,76,76,81,81,87,86,93050,115110,95547,74976,72850,55113,62354,960,320,0,1,13,48,64,55,51,71,6,331,114,2,133,79,3,41044,42162,43310,44532,62686,62686,62686,57904,57904,57904,50404,50404,50404,940,1068,88,87,100,13,902,,,,,3810,,,99,19,4449,17,3664,94,21961,70,10225,75799365,96,23038,19,4449,0,,69,5814,15,20880,88,22674,19,3160558,4414,65,17478831,7079,20020268,756387,756387,0,553246,18710635,6431817,3633881,2797936,891,99,,,,,,,,,24,869,769,95,5,0,20020268,23038,652,571,77,4,0,15871526,24343,67,2243409,33484,61,2048064,33575,66,1845293,27959,119,2989306,25120,339,6745454,19898,36725,643,67,61,66,118,331,-75.656915,41.406556,PA,70.71846847
215947,Seton Hill University,1 Seton Hill Drive,Greensburg,PA,15601,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,31,2,2,2,-2,75,68,80,21,20,21,21,20,21,0,0,0,2297,1812,485,81,7,4,2,2,0,0,3,1,2,66,19,1951,383,94,1194,280,81,7,3,1,1,0,0,3,1,2,65,346,77,7,5,4,4,0,0,3,2,1,71,,,,,76,22,1,2,7,28,65,4,25,71,25,41,34,66,53,73,,0,0,,36,45,71,71,100,71,29,52,63,65,54,72,,0,0,,37,45,70,71,100,71,29,55,55,69,71,85,78,67014,86261,66552,64115,50526,,,346,137,0,0,4,17,29,22,13,57,0,67,21,0,32,10,4,32420,33520,34660,35748,51432,51432,51432,49390,49390,49390,39248,39248,39248,380,478,79,82,,14,424,,,,,2092,,,100,29,5345,36,3372,100,21197,78,9160,33984473,100,23948,29,4563,28,802,77,5854,18,14320,74,21855,23,2095174,4311,57,8098154,6743,10106204,652125,556725,95400,509116,8944963,3022713,1920100,1102613,422,100,,,,,,,,,20,422,343,75,4,0,10106204,23948,340,276,61,3,0,8174665,24043,68,1860299,27357,25,691211,27648,46,1230006,26739,87,2039963,23448,114,2353186,20642,23847,340,68,25,46,87,114,-79.557433,40.309407,PA,25.24663677
215992,Laurel Technical Institute,200 Sterling Ave,Sharon,PA,16146,6,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,1,1,Laurel Business Institute,93,94,93,66,76,60,58,73,48,8,3,12,168,160,8,81,16,1,0,0,0,0,1,1,0,62,30,168,56,46,66,0,81,16,1,0,0,0,0,1,1,0,62,0,,,,,,,,,,,,,,,,89,11,0,0,0,0,100,0,0,100,,,,47,36,52,,,,,17,100,62,25,,,7,,,,,,,,,,,,,,,,,38,,100,,75,,27991,,,,27991,,,28,20,0,0,0,5,0,1,0,0,0,2,0,0,1,1,0,9744,9744,9914,10104,,,,15947,15947,15947,12707,12707,12707,51,102,50,63,78,9,49,,,,,177,,,90,71,5589,33,3910,4,2875,76,6519,1149243,84,6437,71,5483,10,740,76,6284,2,8700,82,7926,71,738072,5905,66,663966,5724,263928,195619,191919,3700,62559,5750,241199,232499,8700,44,90,,,,,,,,,28,41,,20,21,0,263928,6437,41,,21,20,0,246079,6002,28,205160,7327,3,17820,5940,4,13908,3477,4,9191,2298,2,0,0,7812,38,28,3,4,3,0,-80.511433,41.229017,PA,60.99325843
216010,Shippensburg University of Pennsylvania,1871 Old Main Drive,Shippensburg,PA,17257-2299,1,1,1,1,13,1,2,2,2,2,31,1,A,-2,1,1,21,2,3,1,Pennsylvania State System of Higher Education,88,88,87,28,29,27,28,29,27,0,0,0,6381,5271,1110,76,11,6,2,2,0,0,4,1,1,53,25,5487,1357,288,3698,144,75,11,6,2,2,0,0,4,1,1,52,894,79,8,4,1,1,0,0,2,2,4,63,2,92,5,0,92,7,0,0,3,1,96,0,0,99,19,7,74,53,49,56,0,41,43,33,38,51,56,43,43,100,33,35,50,53,49,56,0,41,43,33,38,51,56,43,43,100,33,44,44,53,53,59,59,92068,112644,92583,73051,49044,,,805,350,0,0,16,5,38,113,23,37,9,214,76,0,95,43,0,10052,11452,12086,12718,29086,29086,37128,27204,27204,35246,17300,17300,25342,1352,1772,76,72,33,16,1209,0,1137,72,0,5574,,,90,37,4721,43,2993,49,1983,81,9717,20341903,60,6733,37,4517,14,559,80,5787,24,13910,57,6413,32,7490544,4187,69,25198289,6516,4888051,2133901,2041601,92300,1568219,1185931,9551474,5573072,3978402,1062,88,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.522335,40.057933,PA,44.21331828
216038,Slippery Rock University of Pennsylvania,1 Morrow Way,Slippery Rock,PA,16057-1383,1,1,1,1,11,1,2,2,2,2,32,1,A,-2,1,1,21,2,3,1,Pennsylvania State System of Higher Education,73,73,73,40,41,39,40,41,39,0,0,0,8803,7587,1216,86,4,2,1,1,0,0,4,2,1,59,21,7517,1554,548,5334,81,85,5,3,1,1,0,0,4,1,1,56,1286,89,3,2,1,1,0,0,1,4,0,75,0,93,7,0,89,10,1,0,12,20,68,4,22,74,59,9,32,67,64,68,100,43,43,,48,67,69,61,41,40,22,50,64,67,64,68,100,43,43,,48,67,69,61,41,40,22,59,59,68,68,73,73,86107,113658,90402,74996,51282,,,898,382,0,0,15,0,42,126,22,45,21,245,75,0,118,52,0,9645,9891,10205,10757,25147,25147,29005,24695,24695,28553,17291,17291,21149,1553,2156,72,81,100,21,1596,0,1433,163,0,7609,,,93,34,4478,43,2785,51,1544,80,8913,29225092,58,6019,34,4377,12,339,78,5757,22,11767,62,6153,33,10474622,4170,70,35790572,6712,5603445,2418318,2354632,63686,1918753,1266374,11337802,7195715,4142087,1398,88,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.045965,41.062719,PA,37.83295711
216047,Saint Charles Borromeo Seminary-Overbrook,100 East Wynnewood Road,Wynnewood,PA,19096,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,51,2,1,2,-2,91,91,,95,95,,95,95,,0,0,,227,171,56,73,4,10,4,4,0,0,0,0,8,8,18,65,12,7,43,3,65,9,20,5,5,0,0,0,0,2,6,162,77,2,6,4,4,0,0,1,0,11,9,,,,,75,25,0,0,0,0,100,0,0,100,0,0,100,71,71,,,,,,,50,80,,,,,57,71,71,71,,,,,,,50,80,,,,,67,67,100,100,67,67,32122,27174,45385,32524,31636,,,72,31,0,0,3,4,4,3,0,0,0,27,10,0,16,1,0,20050,20655,20655,20655,39170,39170,39170,29155,29155,29155,22855,22855,22855,12,21,57,100,,7,9,,,,,95,,,56,11,5920,0,,0,,44,5000,101617,11,5920,11,5920,0,,44,5000,0,,17,6351,16,68750,4583,33,189668,6118,5920,5920,5920,0,0,0,20000,20000,0,5,56,,,,,,,,,9,1,1,0,0,0,5920,5920,5,5,0,0,0,5920,1184,1,5920,5920,0,0,,0,0,,1,0,0,3,0,0,33250,1,1,0,0,0,0,-75.255675,39.99133,PA,23.37204059
216083,South Hills School of Business & Technology,480 Waupelani Dr,State College,PA,16801-4516,6,2,1,2,40,1,2,-2,2,2,13,1,A,-2,1,1,40,2,1,2,-2,98,97,98,50,56,47,50,56,47,0,0,0,406,380,26,96,2,2,0,0,0,0,0,0,0,60,32,406,129,74,201,2,96,2,2,0,0,0,0,0,0,0,60,0,,,,,,,,,,,,,,,,99,1,0,0,0,0,100,0,0,100,,,,72,73,70,100,100,100,,33,0,72,75,,,,,,,,,,,,,,,,,,,,68,,95,,60,,37191,,,,37191,,,99,42,0,0,0,11,5,2,5,0,0,34,6,1,27,0,0,16521,16612,16608,16865,,,,31947,31947,31947,23447,23447,23447,129,205,63,76,60,7,109,,,,,422,,,97,72,4602,81,4629,3,4628,95,5983,3094598,83,8623,72,4602,0,,95,5983,0,,81,9102,64,1335140,4909,87,2672256,7242,784736,363530,363530,0,407321,13885,622278,622278,0,105,96,,,,,,,,,26,91,,63,28,0,784736,8623,105,,72,33,0,784736,7474,43,450558,10478,15,126185,8412,28,176237,6294,15,31756,2117,4,0,0,16516,91,42,14,27,8,0,-77.855466,40.775033,PA,34.25252525
216278,Susquehanna University,514 University Ave,Selinsgrove,PA,17870-1025,2,1,1,1,20,1,2,2,2,2,32,1,A,-2,1,1,31,2,2,2,-2,72,83,86,15,17,14,15,17,14,0,0,0,2396,2311,85,76,7,7,2,2,0,0,3,3,2,57,26,2393,619,42,1649,83,76,7,7,2,2,0,0,3,3,2,57,3,67,0,33,0,0,0,0,0,0,0,67,4,95,2,0,62,36,2,0,0,0,100,0,0,100,0,0,100,71,63,77,100,54,50,67,67,68,72,78,,33,,65,70,71,63,77,100,54,50,67,67,68,72,78,,33,,74,74,71,71,69,69,72938,86074,73867,67739,,55287,41621,514,183,0,0,9,5,57,22,17,70,4,147,66,0,65,16,0,42040,43720,45470,47290,62480,62480,62480,62480,62480,62480,51930,51930,51930,619,706,88,80,,12,634,,,,,2351,,,99,32,4418,32,3489,99,30083,79,8718,70649249,99,32636,31,4229,4,2297,78,5516,18,14287,96,31261,26,2751650,4504,72,11472589,6789,20528020,901278,841554,59724,704734,18922008,4341607,2741421,1600186,629,99,,,,,,,,,27,629,598,17,2,12,20528020,32636,528,511,16,1,0,17928981,33956,77,3185173,41366,58,2314556,39906,102,3795794,37214,97,3199265,32982,194,5434193,28011,26868,528,77,58,102,97,194,-76.875329,40.797502,PA,32.14510686
216287,Swarthmore College,500 College Ave,Swarthmore,PA,19081,2,1,1,2,30,1,2,2,2,2,21,1,A,-2,1,1,31,2,2,2,-2,9,11,8,41,42,39,41,42,39,0,0,0,1559,1554,5,38,8,13,16,16,0,0,7,4,13,51,27,1559,414,29,1101,15,38,8,13,16,16,0,0,7,4,13,51,0,,,,,,,,,,,,2,98,1,0,9,78,13,0,0,0,100,0,0,100,,,,94,94,95,,100,100,,90,98,92,96,95,94,,87,93,94,94,95,,100,100,,90,98,92,96,95,94,,98,98,95,95,94,94,118912,154377,109824,84591,77100,,,908,233,0,0,31,70,106,35,60,55,8,310,161,5,102,32,10,47442,49104,50822,52588,71167,71167,71167,,,,,,,414,447,93,97,,8,392,,,,,1577,,,62,21,5695,3,3229,56,47147,13,5832,43373149,56,49400,21,4676,7,2946,13,5066,1,14444,59,46289,19,1380954,4603,17,1540298,5857,10818669,461260,378760,82500,32286,10325123,291583,248250,43333,226,58,,,,,,,,,25,219,219,,,,10818669,49400,159,159,,,,7596878,47779,38,2277596,59937,30,1822163,60739,22,1228988,55863,19,867145,45639,50,1400986,28020,19446,153,38,30,22,19,44,-75.354278,39.905159,PA,20.48593926
216296,Thaddeus Stevens College of Technology,750 E King St,Lancaster,PA,17602-3198,4,2,1,2,40,1,2,-2,2,2,13,1,A,-2,1,1,40,2,2,2,-2,77,77,84,57,56,59,57,56,59,0,0,0,1233,1220,13,70,9,14,1,1,0,0,4,1,0,10,42,1233,524,125,584,0,70,9,14,1,1,0,0,4,1,0,10,0,,,,,,,,,,,,,,,,100,0,0,0,0,0,100,0,0,100,,,,67,67,68,67,75,71,100,31,58,74,41,,100,0,,,,,,,,,,,,,,,,,59,,67,,79,,70065,79365,74526,70052,66920,,,148,80,0,0,2,2,12,1,3,1,2,45,18,0,27,0,0,7430,7630,7830,8030,18680,18680,18680,12930,12930,12930,12230,12230,12230,524,649,81,80,,16,562,0,562,0,0,1142,,,84,58,4239,40,2275,56,5293,50,4378,7494387,63,10075,57,4204,3,2294,50,3880,3,8199,69,9523,55,2696421,4321,52,2568116,4345,3546563,1373472,1336774,36698,516536,1656555,1225855,1086473,139382,464,83,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.288718,40.037951,PA,43.66704289
216311,Talmudical Yeshiva of Philadelphia,6063 Drexel Rd,Philadelphia,PA,19131,2,1,1,2,30,1,2,2,2,2,11,1,A,-2,1,1,51,2,1,2,-2,84,84,,95,95,,95,95,,0,0,,123,123,0,96,0,0,0,0,0,0,0,0,4,0,29,123,36,1,86,0,96,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,11,81,8,0,0,0,100,0,0,100,,,,47,47,,,,,,,,45,,,67,53,47,47,47,47,,,,,,,,45,,,67,53,31,31,,,57,57,43186,43186,,,,,,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,8750,8600,8900,9175,19600,19600,19600,,,,,,,36,37,97,97,,19,38,,,,,114,,,55,26,7040,0,,55,6069,0,,685530,55,9421,26,5085,26,1955,0,,0,,62,9655,24,132790,4918,0,0,,197840,70399,50850,19549,0,127441,0,0,0,21,55,,,,,,,,,33,21,21,,,,197840,9421,10,10,,,,85301,8530,1,7430,7430,5,40950,8190,2,18760,9380,2,18161,9081,0,0,,9679,10,1,5,2,2,0,-75.247964,39.989249,PA,36.40181612
216339,Temple University,1801 North Broad Street,Philadelphia,PA,19122-6096,1,1,1,1,11,1,2,1,1,2,11,1,A,-2,1,1,15,2,5,2,-2,59,57,59,24,25,24,24,25,23,0,0,0,39740,34382,5358,54,12,7,12,12,0,0,3,4,8,54,17,29484,5030,2304,21631,519,55,13,7,12,12,0,0,3,3,6,54,10256,51,10,6,11,11,0,0,3,7,12,55,1,89,10,0,71,26,3,0,4,14,82,2,16,82,12,8,80,73,69,76,71,75,75,86,66,62,75,72,64,66,16,49,69,73,69,76,71,75,75,86,66,62,75,72,64,66,16,67,67,75,75,75,75,99347,145860,97936,75459,59291,,,7572,2814,0,0,86,235,1073,163,761,352,803,1285,0,9,975,188,113,15188,16274,16658,16970,33004,33004,45100,35994,35994,48090,21088,21088,33184,5009,7646,66,89,67,14,5141,0,3574,1567,0,29550,,,90,29,4893,25,3640,80,7282,69,9798,195894066,83,9873,28,4564,11,1016,68,5944,16,17081,72,9152,30,40089598,4459,61,126166651,6953,41899899,7182723,6630844,551879,4677324,30039852,34881401,20841037,14040364,4571,89,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.156859,39.980546,PA,81.27777778
